1,59,0.43,2020-01-26
3,30,0.6,2020-01-26
20,19,0.54,2020-01-26
19,25,0.49,2020-01-26
17,79,0.55,2020-01-26
18,19,0.52,2020-01-26
16,121,0.55,2020-01-26
15,25,0.54,2020-01-26
14,27,0.43,2020-01-26
13,104,0.49,2020-01-26
11,104,0.52,2020-01-26
12,51,0.57,2020-01-26
9,97,0.46,2020-01-26
10,102,0.4,2020-01-26
8,65,0.5,2020-01-26
7,90,0.38,2020-01-26
4,81,0.54,2020-01-26
6,89,0.42,2020-01-26
5,98,0.55,2020-01-26
2,20,0.4,2020-01-26
1,14,0.48,2020-01-26
3,57,0.44,2020-01-26
20,86,0.54,2020-01-26
19,23,0.45,2020-01-26
17,25,0.49,2020-01-26
18,121,0.57,2020-01-26
16,96,0.48,2020-01-26
15,106,0.5,2020-01-26
14,31,0.54,2020-01-26
13,121,0.55,2020-01-26
11,97,0.36,2020-01-26
12,25,0.65,2020-01-26
9,57,0.58,2020-01-26
10,20,0.47,2020-01-26
8,55,0.51,2020-01-26
7,65,0.4,2020-01-26
4,78,0.54,2020-01-26
6,120,0.58,2020-01-26
5,11,0.53,2020-01-26
2,37,0.5,2020-01-26
1,91,0.43,2020-01-26
3,101,0.61,2020-01-26
21,86,0.42,2020-01-26
20,69,0.57,2020-01-26
19,106,0.48,2020-01-26
17,7,0.55,2020-01-26
18,111,0.51,2020-01-26
16,84,0.49,2020-01-26
15,121,0.61,2020-01-26
14,54,0.48,2020-01-26
13,76,0.57,2020-01-26
11,53,0.53,2020-01-26
12,13,0.39,2020-01-26
9,99,0.58,2020-01-26
10,64,0.51,2020-01-26
8,2,0.55,2020-01-26
7,120,0.56,2020-01-26
4,26,0.68,2020-01-26
6,107,0.57,2020-01-26
5,53,0.48,2020-01-26
2,4,0.4,2020-01-26
1,62,0.33,2020-01-26
3,62,0.75,2020-01-26
21,19,0.4,2020-01-26
20,15,0.5,2020-01-26
19,54,0.47,2020-01-26
17,16,0.49,2020-01-26
18,95,0.51,2020-01-26
16,8,0.55,2020-01-26
15,95,0.57,2020-01-26
14,96,0.49,2020-01-26
13,11,0.49,2020-01-26
11,93,0.61,2020-01-26
12,111,0.39,2020-01-26
9,64,0.49,2020-01-26
10,31,0.5,2020-01-26
8,120,0.46,2020-01-26
7,100,0.59,2020-01-26
4,95,0.63,2020-01-26
6,93,0.54,2020-01-26
5,99,0.56,2020-01-26
2,6,0.54,2020-01-26
1,119,0.57,2020-01-26
3,51,0.47,2020-01-26
22,52,0.53,2020-01-26
21,25,0.5,2020-01-26
20,13,0.55,2020-01-26
19,84,0.51,2020-01-26
17,102,0.46,2020-01-26
18,54,0.49,2020-01-26
16,54,0.53,2020-01-26
15,18,0.48,2020-01-26
14,64,0.5,2020-01-26
13,84,0.45,2020-01-26
11,64,0.41,2020-01-26
12,72,0.47,2020-01-26
9,83,0.52,2020-01-26
10,17,0.4,2020-01-26
8,69,0.61,2020-01-26
7,87,0.49,2020-01-26
4,22,0.33,2020-01-26
6,9,0.48,2020-01-26
5,60,0.45,2020-01-26
2,40,0.5,2020-01-26
1,75,0.35,2020-01-26
3,94,0.56,2020-01-26
22,86,0.53,2020-01-26
21,121,0.51,2020-01-26
20,112,0.53,2020-01-26
19,96,0.55,2020-01-26
17,121,0.55,2020-01-26
18,53,0.56,2020-01-26
16,72,0.45,2020-01-26
15,8,0.56,2020-01-26
14,114,0.44,2020-01-26
13,53,0.5,2020-01-26
11,95,0.43,2020-01-26
12,11,0.56,2020-01-26
9,87,0.48,2020-01-26
10,55,0.46,2020-01-26
8,41,0.46,2020-01-26
7,55,0.43,2020-01-26
4,3,0.38,2020-01-26
6,5,0.5,2020-01-26
5,47,0.58,2020-01-26
2,14,0.46,2020-01-26
1,73,0.53,2020-01-26
3,36,0.54,2020-01-26
22,84,0.46,2020-01-26
21,52,0.39,2020-01-26
20,106,0.5,2020-01-26
19,8,0.49,2020-01-26
17,46,0.46,2020-01-26
18,52,0.51,2020-01-26
16,27,0.54,2020-01-26
15,87,0.53,2020-01-26
14,52,0.42,2020-01-26
13,96,0.41,2020-01-26
11,96,0.57,2020-01-26
12,100,0.41,2020-01-26
9,60,0.5,2020-01-26
10,53,0.54,2020-01-26
8,10,0.4,2020-01-26
7,13,0.52,2020-01-26
4,53,0.54,2020-01-26
6,97,0.44,2020-01-26
5,97,0.5,2020-01-26
2,112,0.54,2020-01-26
1,22,0.79,2020-01-26
3,66,0.54,2020-01-26
23,106,0.5,2020-01-26
22,25,0.54,2020-01-26
21,106,0.38,2020-01-26
20,31,0.57,2020-01-26
19,16,0.49,2020-01-26
17,10,0.6,2020-01-26
18,107,0.53,2020-01-26
16,10,0.44,2020-01-26
15,102,0.47,2020-01-26
14,37,0.56,2020-01-26
13,23,0.38,2020-01-26
11,65,0.51,2020-01-26
12,42,0.53,2020-01-26
9,29,0.49,2020-01-26
10,107,0.45,2020-01-26
8,26,0.62,2020-01-26
7,29,0.44,2020-01-26
4,107,0.52,2020-01-26
6,85,0.54,2020-01-26
5,42,0.54,2020-01-26
2,119,0.38,2020-01-26
1,77,0.22,2020-01-26
3,6,0.48,2020-01-26
23,86,0.52,2020-01-26
25,86,0.49,2020-01-26
22,72,0.52,2020-01-26
21,84,0.5,2020-01-26
20,111,0.56,2020-01-26
19,121,0.55,2020-01-26
17,84,0.53,2020-01-26
18,16,0.58,2020-01-26
16,111,0.51,2020-01-26
15,107,0.51,2020-01-26
14,93,0.4,2020-01-26
13,97,0.42,2020-01-26
11,18,0.68,2020-01-26
12,46,0.52,2020-01-26
9,22,0.52,2020-01-26
10,3,0.52,2020-01-26
8,78,0.49,2020-01-26
7,104,0.49,2020-01-26
4,37,0.44,2020-01-26
