4781707235,41371819,73,77597411,49,200987791,19,178849974,60,74007283,39,135392556,110,103014524,88,118418104,114,363126991,30,68308873,1558770339,0,22,36,49.23,41,
4781708351,89208003,20,192289199,114,198102111,9,185996267,88,126737247,69,402566274,65,165571447,19,316971553,7,9592659,32,838406193,1558770341,1,22,102,40.3,41,
4781722581,82446526,86,162027904,8,120985682,17,6445567,26,362918029,60,147170160,89,144284520,14,117801822,65,81993052,74,1185476,1558770651,1,22,120,48.75,41,
4781724271,202688336,112,217273465,106,162191291,53,196486530,10,241753710,19,356126394,119,391168846,120,363684899,77,324439357,102,143686754,1558770711,0,22,62,31.4,41,
4781757405,362769838,76,285907682,88,354294745,44,442312700,55,126643949,112,875945924,48,848811895,65,301514637,21,123386180,111,375858208,1558771433,0,22,61,29.2,41,
4781789436,178097870,54,210684971,119,250736547,2,353404217,105,237736214,53,316536334,35,297690846,19,469089659,29,382384092,46,25475659,1558772134,1,22,40,34.59,41,
4781818795,412967439,110,112623581,54,256421915,74,250939547,62,938603846,77,393860073,10,936229312,16,113823299,112,118638720,13,137635268,1558772721,0,22,9,28.75,41,
4781855263,114395546,69,17855696,22,61373447,97,43882918,113,123520560,101,158161132,119,181526890,7,316949795,14,123543201,88,412320347,1558773476,1,22,8,45.17,41,
4781888653,265039808,46,170856882,81,87316499,121,77564373,31,104849260,19,18840158,45,170440692,120,50880673,10,84103173,86,47182939,1558774178,1,22,15,36.08,41,
4781907738,128930322,119,155393227,8,110302184,83,392211498,30,958223710,74,193459667,38,266525664,76,453504156,66,154921394,7,142687123,1558774582,0,22,12,25.12,41,
4781929433,125397526,7,9092151,4,133493832,111,116533315,14,194641350,93,145464270,79,41977786,5,196835920,18,127269815,107,132155688,1558775047,1,22,129,39.99,41,
4781965007,179008068,56,960052472,16,176158104,91,393465211,8,136131835,26,199577881,27,284333738,114,892873621,62,447513339,17,169921084,1558775775,1,22,86,32.37,41,
4781975538,80915687,26,387624608,2,87791859,7,877213187,77,89208003,119,221945821,8,886928275,6,402566274,65,905909425,108,111030315,1558776014,1,22,121,52.4,41,
4781997697,287780070,62,187078745,39,101236995,53,244229336,19,149820161,14,161453244,26,101099713,121,80095599,28,125196779,46,101646333,1558776508,1,22,44,48.92,41,
4782011536,122555059,84,98404919,68,204253495,86,878110314,106,76582855,114,873348731,7,145631546,40,96693344,30,28184676,28,139695319,1558776691,1,22,109,19.67,41,
4782083842,49317728,14,113846851,82,104945782,101,289190342,11,89558833,83,323562138,30,270028424,39,112702897,91,126212866,1,397413070,1558777471,1,22,104,32.75,41,
4782112813,204644115,82,118600208,81,151766255,94,137635268,74,111640069,3,123970989,7,157853256,23,206782750,50,397443522,18,104183944,1558777760,0,22,70,39.8,41,
4782153695,360744738,2,155116659,79,971224919,100,165811275,56,104283641,35,41375625,16,9196866,30,349735557,20,108290693,114,108245725,1558778340,1,22,46,35.01,41,
4782168752,132108618,103,109221294,71,239511987,15,118899683,114,315592169,30,108881433,17,123146452,79,172078616,27,34951408,8,33593262,1558778612,0,22,53,37.41,41,
4782188061,844542143,44,76118971,25,76408801,112,32637969,100,53769543,108,128496033,21,207479485,71,117308085,70,174618153,20,216437662,1558778995,0,22,57,52.33,41,
4782196465,39926991,74,21537503,62,102650646,18,287200348,105,227558655,4,118370502,16,29999145,47,67926471,5,301238128,25,91409638,1558779175,1,22,41,68.78,41,
4782204331,52798884,114,86754274,27,33376152,113,117708902,111,344726081,104,186215174,80,58905466,37,127615421,102,199655101,28,245509117,1558779340,0,22,93,35.26,41,
4782243151,884806495,88,124063957,84,204655516,70,293615161,52,269930820,106,884102567,53,155564702,11,110235687,129,402566274,121,404150207,1558780148,0,22,83,38.57,41,
4782245147,16129039,37,4833193,11,27996322,29,45407307,121,248146217,8,102885625,4,93280012,88,102748998,45,116170909,43,106480481,1558780195,1,22,79,55.12,41,
4782289378,1105452,21,179498224,7,65474550,96,14115335,44,24675992,114,113962478,86,171506287,94,376289777,14,278619818,9,113029422,1558781119,0,22,42,49.03,41,
4782299487,366303877,120,121279651,84,968640291,26,400081868,54,405593904,20,94362594,119,347865833,13,863719459,39,894123372,107,166217866,1558781328,0,22,14,37.73,41,
4782325523,311219411,119,417235485,91,113802215,28,30440702,68,118196250,44,18840158,30,1074634,53,26037610,120,108290693,10,108245725,1558782073,1,22,49,54.08,41,
4782331798,317029755,106,122874398,81,93460388,79,244619345,110,107702115,88,244056784,75,168419499,129,315642642,119,281138988,70,895616588,1558782182,0,22,38,41.55,41,
4782361802,119585916,46,125456065,5,316398329,110,493911675,42,353235334,62,841601026,40,135447699,30,104284340,13,206634580,88,141287005,1558782723,1,22,12,51.65,41,
4782379493,375824649,25,136356485,7,86764237,44,123087476,69,150487558,56,121527392,43,418006408,129,187110769,49,139571362,26,115192447,1558783050,1,22,86,43.17,41,
4782384582,109988296,114,364520344,110,135252504,32,164317197,30,182747392,41,12168919,83,6449535,95,29735591,27,4653325,28,102284551,1558783168,1,22,43,39.93,41,
4782390884,137913329,119,296327032,20,336993886,73,137936885,95,124255156,29,358417400,114,403335740,4,391168846,120,903874444,31,141121014,1558783271,0,22,16,44.17,41,
4782466396,366754677,111,139310094,7,40805086,93,107482022,9,433927650,106,114933489,82,194608078,48,105013208,110,172099728,129,402566274,1558784741,0,22,91,42.81,41,
4782482322,345167060,34,127661093,119,142848976,7,364781589,6,201311996,87,91789344,4,9115424,72,122197553,102,77963725,105,364428435,1558785057,1,22,37,54.35,41,
4782513155,171993456,2,195984923,114,203504085,112,45107239,101,81562418,1,442010583,17,287709802,5,311047435,49,335145959,26,927326179,1558785611,0,22,44,45.32,41,
4782514971,229839143,60,91823716,111,103736131,49,104539216,101,67675272,44,114954370,112,142694401,56,120708829,74,238706689,64,98593687,1558785615,0,22,71,45.68,41,
4782537632,225145850,88,256352728,60,214263795,119,118267812,12,151437493,15,356029067,8,297231206,43,88583822,68,302317228,40,184360036,1558786031,1,22,25,38.35,41,
4782551230,72433566,44,240724455,114,381504559,84,219376947,52,237674411,50,375824649,45,136356485,7,123087476,99,190763920,35,150487558,1558786252,0,22,1,61.5,41,
4782567685,88856975,76,90791916,69,96692985,12,32668328,14,119836387,26,46975013,7,28881921,9,32109616,44,27634000,73,56436279,1558786525,1,22,84,44.68,41,
4782618672,320269760,114,119002624,3,320518246,73,154046886,88,405852115,129,412662664,112,156447376,36,122356011,72,310786344,69,140460441,1558787314,0,22,30,32.33,41,
4782624913,2500057,26,175907633,33,36377775,114,3703704,100,33496012,68,50883670,49,172626651,7,126000422,73,81150290,86,86664345,1558787419,1,22,48,37.31,41,
4782627430,151848444,54,235070275,38,5869476,76,137943363,84,120457317,64,28389637,106,324940764,62,161272324,112,392211498,15,108567805,1558787458,1,22,129,56.8,41,
4782648133,400081868,6,111053189,55,302174652,73,219848659,64,38021654,105,119428221,114,192979627,26,982670303,1,914650689,78,256887923,1558787811,0,22,111,32.33,41,
4782674665,172132598,99,150573373,5,73097974,70,195517636,26,152073400,106,463137149,119,82224988,68,86262449,41,312249620,15,123322440,1558788252,0,22,30,49.98,41,
4782675809,165519562,4,169292189,112,114258380,15,995467683,80,364582106,88,207371182,103,443793084,129,235571730,63,106659194,11,159606177,1558788274,0,22,79,47.18,41,
4782681565,203630526,76,173605139,119,385361948,114,188891224,50,118354746,7,379039236,25,92322956,54,107459600,87,465350016,51,374304389,1558788342,0,22,99,48.65,41,
4782684635,236783474,8,986187149,21,113217180,99,334952237,98,420848169,74,193661245,14,185932643,102,83829334,49,174721957,7,33073680,1558788407,0,22,114,25.67,41,
4782687699,398137688,69,130093132,46,142892755,84,193386251,16,130541493,1,111819374,22,296739819,101,199262428,113,429661398,104,230134710,1558788449,1,22,93,23.56,41,
4782703232,165249598,8,128496033,34,207479485,71,117308085,119,100862875,14,405899786,54,115688922,13,74360152,29,192362287,40,97400271,1558788716,1,22,26,42.52,41,
4782706243,147052805,104,123501602,18,325697153,56,226145427,89,98573449,58,311219411,119,417235485,91,113802215,14,165811275,114,104283641,1558788757,1,22,28,38.15,41,
4782738690,451927775,87,464710601,74,400543034,64,138523182,42,900967652,110,887088797,10,117690726,21,85503155,121,110852450,49,214593838,1558789294,0,22,86,52.67,41,
4782746919,983169641,110,359948029,14,351455996,35,887987411,88,155421675,37,874036989,120,865451000,32,333352427,50,330165181,23,494516015,1558789423,1,22,97,70.43,41,
4782759126,890374823,16,130042250,95,405852115,7,117553509,121,412662664,112,150674829,59,101466399,83,457030727,1,154046886,96,119002624,1558789611,0,22,3,28.58,41,
4782765505,197953873,28,132984503,2,66976721,26,174922491,47,325414618,86,170858301,42,66629528,114,99108262,68,40268120,54,450144494,1558789706,1,22,71,39.28,41,
4782769500,46975013,82,28881921,110,32109616,94,27634000,2,31590403,68,15452480,85,14897416,17,98273537,37,17193713,107,32169464,1558789777,1,22,8,28.47,41,
4782778619,245085804,14,110892658,112,56723386,39,386219191,54,57192875,96,162607746,105,343167135,26,10382894,95,101769870,13,81348663,1558789919,0,22,75,36.25,41,
4782804177,157678120,73,88729682,21,117826982,114,373823437,97,442010583,17,114359103,1,219191719,5,118536350,71,176087124,78,136229621,1558790267,1,22,23,42.99,41,
4782812773,138199302,36,318802856,35,850668715,37,234813065,29,145591718,41,110806920,49,188370906,18,182503808,21,158127006,88,103374023,1558790428,1,22,84,37.1,41,
4782829239,113971393,60,118510882,62,136017960,8,107518512,26,190872066,97,224444163,9,130806000,114,147436360,19,310701388,57,160286803,1558790653,1,22,106,48.12,41,
4782830157,192281494,38,400081868,70,94132346,46,882845803,27,297953852,30,369339197,26,118436620,129,146994660,74,111683339,97,200268532,1558790694,1,22,44,40.57,41,
4782903105,207183197,26,129861165,35,276111166,44,405843081,114,163977106,96,138229229,106,859659288,10,245138828,66,357710758,65,288275010,1558791797,1,22,78,30.52,41,
4783023658,175454209,83,221267747,89,114445215,32,52519963,19,108051784,64,132770194,17,402078754,87,65872756,28,46035646,90,89550360,1558793553,0,22,47,28.12,41,
4783093166,142185986,19,850837368,27,872111259,11,187074506,88,187594768,54,141950150,120,201104438,15,137935818,70,137780919,64,137939734,1558794563,0,22,106,43.43,41,
4783095076,144392401,41,187101827,38,122294811,53,161858116,3,843959271,74,131569593,121,112026966,63,45972515,8,24642581,27,14115335,1558794587,0,22,14,33.12,41,
4783095103,492264367,89,174604007,119,204387532,98,909699749,105,442010583,106,121527043,14,142591044,50,136641329,18,170980387,34,312008807,1558794587,0,22,7,40.82,41,
4783122390,371265839,91,375139420,129,145371990,65,364428435,79,415263130,73,400680572,100,136366231,3,135379671,62,188496627,55,136318329,1558794977,0,22,72,10.47,41,
4783127186,106207435,80,207477351,95,92322956,36,184615826,64,184593425,75,374355485,78,189176124,101,91156834,5,298437651,70,114924874,1558795067,0,22,107,40.95,41,
4783151510,58042052,53,130435739,18,129000018,26,81829578,77,122816997,85,900898431,39,848048544,100,890353211,14,434571888,66,209128478,1558795400,0,22,10,46.28,41,
4783206408,96693344,65,33593262,53,91426566,40,20771881,20,919850015,56,259239607,95,179158796,58,108241337,19,838964058,85,319742812,1558796204,0,22,9,26.94,41,
4783227401,55848307,21,113430984,50,242463092,72,68730069,44,286155642,62,81094566,90,249517460,83,177839002,95,132805328,46,909826798,1558796700,0,22,36,21.35,41,
4783250046,245509117,97,46066836,20,253266880,8,112027423,7,72393079,119,929659761,107,92847434,129,102080005,44,112146977,26,88172847,1558796987,1,22,45,52.46,41,
4783309555,210381781,6,114924874,107,100755997,5,374355485,129,258742623,46,13959693,12,120597348,104,397625202,106,392211498,68,189744511,1558797927,1,22,26,31.9,41,
4783312407,267945264,63,112518098,23,431890701,6,210804106,8,192948018,7,98991907,27,92766356,9,32430473,4,7861755,19,126447799,1558797982,0,22,93,43.06,41,
4783332308,173444443,14,283888214,73,43882918,28,61373447,121,63433492,48,390021152,86,102743408,101,165531842,9,142305346,36,172264315,1558798306,1,22,8,38.32,41,
4783333677,227159637,33,370551817,76,1621687,23,36960529,53,110733539,114,93418773,65,51668577,37,17181946,112,86725441,42,27710752,1558798327,0,22,56,35.73,41,
4783337146,104446315,44,116860506,84,222196598,120,69308056,27,395803793,17,141585648,10,319128392,47,31403394,9,42450193,31,112781656,1558798369,0,22,34,25.17,41,
4783338714,191386333,104,39880215,13,41950993,100,355154373,114,362825658,30,115469609,48,161713795,110,49102926,26,850636987,34,97345807,1558798412,0,22,36,27.06,41,
4783341329,100144986,71,57192875,39,173580642,93,115021221,49,162505251,30,239486794,113,1303718,83,880767694,14,917057355,109,133067495,1558798448,1,22,110,34.77,41,
4783354938,87325570,64,200890524,21,158512957,10,329858834,45,40145136,87,374381586,8,177991572,6,190324799,120,122101266,26,238286097,1558798662,1,22,68,39.78,41,
4783379159,888305329,121,123767782,6,108883918,75,107526856,9,127322675,20,119603646,109,185112926,14,912980072,60,137607057,11,123926242,1558799132,1,22,55,36.31,41,
4783387097,83725385,5,346252384,1,140557403,106,42662331,74,301027222,120,877933120,60,98422357,26,93565895,45,195728552,84,141545063,1558799285,0,22,109,48.43,41,
4783392771,55139967,119,45814738,32,85398595,111,217581066,47,14265301,25,412662664,112,116963865,28,338928713,46,329888913,109,109798996,1558799391,0,22,64,42.38,41,
4783429066,146545557,1,145172842,120,171829916,11,208929360,110,333814458,64,166247003,119,928193332,54,126419870,88,142970389,85,991375906,1558800085,0,22,25,35.25,41,
4783440765,117641814,19,119680495,55,75252267,71,141828960,8,143019964,27,370358305,7,82164353,34,130364399,81,157853256,108,364893576,1558800313,0,22,5,36.25,41,
4783443689,253266880,4,862018000,17,132214277,5,183785973,71,68020317,83,30908569,55,72169948,87,35125459,88,279559282,59,249147127,1558800358,0,22,8,59.3,41,
4783452404,29449768,90,906541892,2,39025402,114,37501816,121,12142250,35,105311906,102,88055080,44,225140610,14,315494556,21,200087745,1558800538,0,22,99,42.52,41,
4783473793,123219555,48,180206394,66,371529568,106,49594294,14,115096106,55,58252883,121,57192875,3,5738462,109,113493125,4,97629175,1558800960,1,22,97,28.52,41,
4783483083,136257692,60,109388143,106,109488302,1,136984934,14,172538700,88,138063745,16,110367962,10,336639040,26,129879718,119,293642531,1558801154,1,22,15,39.58,41,
4783495365,320790745,129,58038052,20,235359795,15,215433419,25,323077315,105,5040959,64,289062252,94,120141697,40,33496012,121,180968699,1558801400,1,22,28,37.7,41,
4783524272,220228434,108,222174963,42,291340960,65,128859514,102,158853219,74,292039092,7,191441997,17,373211541,83,374381586,70,38519549,1558801995,1,22,101,37.28,41,
4783548198,133275272,91,145948274,84,362647756,39,287327432,119,375588721,67,83793130,6,64296994,36,65645750,102,92352203,30,229147606,1558802482,1,22,27,40.29,41,
4783558562,68884747,64,171585971,9,85783502,91,153905206,89,194279356,70,399289215,11,189168397,44,260267140,107,152073400,78,195517636,1558802727,0,22,27,47.15,41,
4783560346,122544881,56,127279731,119,130011144,7,128298992,23,356041425,73,158523379,29,209281849,54,155937371,83,140068568,106,462377245,1558802783,1,22,102,29.5,41,
4783564098,95739823,7,21955400,112,867021159,25,331324585,44,186452156,47,412662664,21,119660590,83,221442605,10,295820369,26,63723196,1558802869,0,22,11,40.23,41,
4783583197,121273627,56,76413021,16,124972010,103,202995824,83,910718522,76,81198249,91,76140346,28,186055616,64,135089746,10,113450055,1558803287,0,22,4,36.16,41,
4783589241,16580109,97,109176905,35,186095520,119,196628643,107,81829578,72,260045357,12,205980171,86,92753623,39,108762505,14,121180769,1558803433,0,22,36,35.75,41,
4783638293,259997128,10,100655574,13,114868574,86,245108997,6,164823843,16,353365533,119,155882316,85,253942663,18,66231500,43,321131716,1558804560,0,22,19,35.85,41,
4783677296,133911714,121,124583384,112,270028424,25,253266880,54,114285547,40,963708472,1,842372813,69,101356886,39,324683793,7,113676034,1558805470,1,22,86,59.1,41,
4783692082,93995815,84,121255165,93,129484027,49,196657181,71,137145939,16,154628052,114,23933386,85,177568240,69,94132346,54,112083754,1558805829,0,22,121,36.8,41,
4783730270,105833448,57,176193774,51,603524747,34,323701694,50,94330934,70,175209959,27,119690714,129,190847367,14,200208791,12,303087390,1558806811,0,22,41,48.95,41,
4783738104,83793130,7,64296994,89,229147606,102,92352203,5,65645750,114,148948422,65,227222879,84,99293825,73,214759722,111,126857151,1558807010,1,22,28,30.19,41,
4783745863,312832240,93,134545162,86,155613813,51,145800562,74,233153827,88,169945700,1,120962886,26,204618039,4,388980357,28,181488688,1558807215,0,22,110,42.97,41,
4783748277,130203763,69,417235485,66,113802215,74,475841548,86,158808151,93,16737199,50,1875765,21,51693164,67,234342895,14,26773322,1558807249,0,22,19,44.53,41,
4783752108,58418189,90,104652489,99,83107526,87,152167492,11,123523772,1,444709113,17,464926664,69,157853256,27,89495185,121,932092943,1558807351,0,22,70,32.42,41,
4783773258,366547389,56,99098023,86,121885994,21,171107405,19,115066958,49,242349540,83,92695149,15,88200637,76,118259284,37,125404226,1558807888,0,22,58,28.79,41,
4783779020,63849,119,25134828,37,12880290,94,93203885,27,19916646,19,93211080,25,55373619,51,104005808,75,103619727,8,90749809,1558808045,1,22,62,51.27,41,
4783800188,94420949,111,204163676,86,202508980,45,415766070,95,134432641,114,249147127,16,108928414,42,904131336,106,81991034,105,58794102,1558808638,1,22,112,52.07,41,
4783801628,61037600,109,17143636,28,5550029,30,78648686,17,16769223,7,81777830,9,5427280,129,36377775,114,33496012,49,3703704,1558808695,0,22,27,47.22,41,
4783808192,187845354,40,114800016,11,100875738,18,100524873,105,107275138,90,218677506,87,181332599,7,86346439,56,186090034,74,123024723,1558808887,0,22,102,40.97,41,
4783845329,128807232,42,92131659,46,100706208,21,923095935,71,23489520,62,59650632,40,214796793,74,189377856,4,77597411,19,41371819,1558810263,1,22,26,53.33,41,
4783845420,97845663,26,109741417,64,181200475,70,72899325,9,74245735,23,113238369,19,251007025,83,105270409,86,281537786,1,130714853,1558810292,1,22,108,28.92,41,
4783859907,175860690,63,166762152,34,114368143,27,122051182,121,23290463,54,396253306,64,52844352,88,170070156,17,321678645,129,323319815,1558810922,1,22,44,41.96,41,
4783860839,83194479,26,83077383,71,77895191,46,96732966,6,102763311,103,150275225,1,243684051,98,115414141,68,360744738,45,43972521,1558810962,1,22,73,49.5,41,
4783868358,285333678,41,211846007,101,250496021,102,93279116,13,114857568,19,912838156,95,947473182,121,391651668,34,340978493,62,332758675,1558811176,1,22,105,45.43,41,
4783884777,15307880,73,122928610,20,185059559,49,363642052,16,254328407,90,94213415,13,36105195,121,98153139,113,50576717,75,19025315,1558811653,1,22,87,60.4,41,
4783930744,100358641,81,344350774,25,123793306,105,127190226,29,122555059,75,145589388,114,134823482,64,139310094,106,88129008,46,77986047,1558813287,1,22,102,54.17,41,
4783934251,299176634,106,172391564,120,6600790,12,79818835,73,17924966,26,295522241,36,330896347,27,135396875,48,375236594,62,141859520,1558813427,0,22,100,34.73,41,
4783937422,105313113,62,835916385,41,1004742709,23,146741596,53,969354863,7,122298103,11,105440129,75,32613240,29,113582261,70,872419965,1558813534,0,22,111,42.05,41,
4783942269,89742183,91,136504818,35,120488119,104,922759161,70,79500839,7,910503165,62,221284627,108,123486447,44,189142810,36,371306914,1558813715,0,22,68,40.74,41,
4783945087,91800535,83,124789061,5,451462622,23,161409755,18,96134677,63,190572000,7,43747924,36,315868682,104,329847139,12,145206828,1558813817,1,22,43,42.5,41,
4783951508,446311015,6,181670634,3,36749787,101,1001993165,16,114620230,105,244371357,50,190566688,11,246118880,69,978492678,93,183306254,1558814044,0,22,66,36.97,41,
4783956845,94338550,27,114886035,17,100940379,18,12847762,16,83077383,107,157853256,102,143287509,38,843475440,54,847853641,5,131078407,1558814230,0,22,86,40.5,41,
4783957439,128490038,26,187837510,101,490590965,17,288334902,42,179662566,88,157211442,102,177603205,71,162934986,25,107185423,6,99789315,1558814251,0,22,69,35.83,41,
4783994471,125141390,120,34862492,14,68547425,17,294061880,99,850595601,22,38582450,67,89924795,86,233341633,10,29243192,101,11333807,1558815586,1,22,26,40.04,41,
4784012160,930405521,36,33237995,79,363642052,21,254328407,101,140066233,41,89023971,119,198720572,121,920867112,23,9196866,64,83345505,1558816230,1,22,114,37.67,41,
4784014893,34129963,7,140039861,68,71869498,54,107068931,3,37121232,27,121374057,112,245548932,63,16497807,101,86720231,120,14067214,1558816361,0,22,89,41.88,41,
4784015741,213926530,7,57140022,38,128807232,42,92131659,106,100706208,21,236661303,105,293819111,35,148716455,75,457567925,67,148016210,1558816387,0,22,62,47.97,41,
4784038992,88200637,74,92695149,129,38850596,87,50437438,22,115713266,54,278740172,36,103844954,105,11707412,106,183533793,93,51839973,1558817311,1,22,90,34.18,41,
4784041918,130541493,93,356480532,120,309281397,65,25578721,83,166551002,112,271276944,69,176458167,11,412392155,86,300707679,106,297194612,1558817428,0,22,87,53.65,41,
4784059195,929684665,106,170653789,86,133326821,70,125731914,36,91461337,28,112238363,8,75588734,29,989269902,68,18629671,40,86852318,1558818125,0,22,21,38.87,41,
4784059738,225606030,14,188255711,129,59029408,96,101013989,64,113720323,42,171326475,119,126957926,106,366261367,114,206100610,19,257855311,1558818148,1,22,53,42.13,41,
4784059969,106378173,91,115690611,34,118701600,14,40136787,106,17442080,30,33599698,110,35660846,60,90761961,26,28728110,48,101988501,1558818154,0,22,17,54.73,41,
4784068649,89140271,65,97771807,94,35420814,78,118721929,66,402566274,7,118306480,36,52774421,69,929659761,81,171753854,90,466564763,1558818492,1,22,59,47.76,41,
4784080735,911260800,43,92638985,96,76604886,54,22501018,111,55348748,30,367030089,17,116939972,5,115876049,8,298716452,129,360389646,1558819016,1,22,14,44.12,41,
4784085635,363642052,129,254328407,85,196340161,119,283861018,11,114286522,14,146151758,94,82536603,31,8676303,101,4958944,108,12737675,1558819223,0,22,43,45.83,41,
4784085827,196328928,34,196050864,50,183464482,114,101212603,45,359709484,120,55402997,3,436261329,52,208540845,11,11779678,27,344581225,1558819232,0,22,77,43.25,41,
4784107537,130541493,93,356480532,25,309281397,65,25578721,83,166551002,75,100819256,37,109383199,53,103933662,41,339833596,46,321356638,1558820162,1,22,7,39.98,41,
4784114925,326915262,106,100787828,7,96097545,19,190681806,67,85516473,30,171326475,5,126957926,63,366261367,114,123982387,46,275530686,1558820494,1,22,119,39.4,41,
4784114931,1090216,74,51460949,9,877366,49,37351953,20,26846844,120,150085343,81,245195340,103,180224675,7,16532458,30,143219593,1558820501,0,22,96,56.31,41,
4784126975,154190178,8,108307666,62,80058004,121,105025914,104,115209622,105,200868589,33,15814966,49,35362763,16,77601476,68,107183814,1558821056,1,22,42,37.62,41,
4784139395,155154788,129,254989681,9,119998736,3,282435922,96,110812075,52,77633530,53,74936410,86,156600660,68,83409863,73,201387373,1558821637,1,22,21,55.48,41,
4784140679,393088562,36,128490038,35,105086451,3,54412249,14,183860270,12,970312541,114,164092975,121,493642597,21,299237500,38,101498882,1558821692,0,22,78,40.9,41,
4784141606,33599698,121,35660846,14,90761961,101,28728110,93,101988501,106,248927709,110,178290985,44,185354551,7,297512277,61,97546888,1558821746,0,22,112,16.64,41,
4784143717,38582450,88,89924795,63,233341633,11,105484452,25,97362842,29,66845970,90,327263743,70,191959297,8,301422690,76,195075056,1558821846,1,22,73,34.46,41,
4784144781,32111059,26,4653325,96,102284551,93,126091252,17,78245653,104,842416799,34,114966820,71,160050850,83,135241723,114,462106205,1558821902,0,22,88,36.73,41,
4784149393,240798765,73,114343118,96,141178022,7,86730193,26,87588744,8,120377206,14,43609690,51,111015486,17,89366278,67,91365733,1558822122,0,22,19,37.16,41,
4784151929,360389646,25,116939972,22,115876049,52,367030089,1,298716452,69,911260800,43,92638985,79,76604886,44,22501018,110,55348748,1558822238,1,22,40,35.53,41,
4784151988,51856881,120,114684621,17,88200637,114,92695149,69,851476299,102,107506802,9,115021221,13,71156259,75,137443241,62,97317402,1558822246,1,22,1,28.22,41,
4784161977,325697153,74,392976888,10,118424939,102,92253768,90,87095102,16,91730177,29,265988152,64,402566274,91,108928414,48,35420814,1558822728,1,22,23,37.72,41,
4784170292,95787523,110,844405828,34,489749423,93,25041414,7,82502526,68,401271305,22,91088501,8,98090813,64,195165172,9,151242954,1558823168,0,22,26,50.18,41,
4784175953,154470798,74,293819111,56,121926748,119,254864519,68,101498882,129,227653534,94,19456676,50,128490038,6,235416157,95,54412249,1558823455,1,22,14,23.8,41,
4784176870,101418600,8,58514409,26,410252413,46,155198473,7,202672171,40,252998205,52,61017246,9,54954178,60,103336953,78,87912283,1558823509,0,22,53,32.93,41,
4784205517,124437023,36,81432102,95,127673688,74,79492033,26,125878005,14,344329731,71,101631741,8,261703372,46,124600424,87,123436053,1558825074,1,22,69,54.92,41,
